,t_stat,p_value_tstat,F_stat,p_value_fstat,mean_FG_sc,mean_RSF_sc,max_FG_sc,max_RSF_sc,SD_FG_Sc,SD_RSF_Sc,samples,seed
1062,0.333513168,0.752278759,0.365502028,0.917544909,0.225067302,0.226204562,0.234504292,0.234899735,0.004158935,0.003975316,2000,54425
1063,-0.051955503,0.960575969,2.392842389,0.173867355,0.226723113,0.225645948,0.239720419,0.232367289,0.006585396,0.004457595,2000,54425
1064,0.191531253,0.855644472,0.921944994,0.575073829,0.233494006,0.232087542,0.238854856,0.23505659,0.004520858,0.002607364,2000,54425
1065,0.708833946,0.510099548,1.211458693,0.440781934,0.226485555,0.223984775,0.230587772,0.226532024,0.002514322,0.002045525,2000,54425
1066,3.226353381,0.023300197,2.263341462,0.190089474,0.223582528,0.22190474,0.227758821,0.226300057,0.002524218,0.001930155,2000,54425
1067,-0.075587722,0.942678276,0.489635658,0.842502974,0.219582606,0.218530845,0.222500957,0.222767233,0.002824475,0.002759054,2000,54425
1068,-0.586872045,0.582786356,0.591924018,0.775491165,0.228658788,0.227878314,0.23384194,0.232362875,0.004619304,0.003687566,2000,54425
1069,2.063027305,0.094070193,2.203067807,0.198341942,0.232442671,0.22850901,0.241979473,0.234273743,0.00649529,0.004687695,2000,54425
1070,-1.262572284,0.26242483,0.730587182,0.68616242,0.227585692,0.226643373,0.236680807,0.234282786,0.006092842,0.005282998,2000,54425
1071,-2.360636815,0.064699871,0.671540132,0.723575702,0.220552297,0.223882134,0.225542714,0.231549704,0.004055717,0.00492683,2000,54425
1072,-0.751201597,0.486362014,0.380546776,0.909183343,0.219628162,0.219390256,0.227285172,0.227348601,0.004344198,0.004537528,2000,54425
1073,0.934831272,0.392789093,0.267212964,0.963987237,0.218666428,0.218502458,0.222426058,0.223833565,0.002883419,0.003194978,2000,54425
1074,0.219221714,0.835145421,1.184101255,0.451802316,0.227725855,0.228131161,0.234304451,0.232634523,0.004233043,0.003285169,2000,54425
1075,1.673420453,0.155101502,0.397330949,0.899555534,0.230690436,0.22911303,0.235148921,0.23434205,0.003810131,0.004465294,2000,54425
1076,-0.013828993,0.989501245,1.10918262,0.483688682,0.230604393,0.229656491,0.246459075,0.240168428,0.008025639,0.006083348,2000,54425
1077,-0.189276216,0.857319818,0.298669503,0.950897397,0.221776617,0.222073248,0.227413602,0.228028896,0.004112235,0.003045808,2000,54425
1078,1.216918646,0.277936213,0.468068942,0.856301893,0.223037116,0.223223173,0.241300028,0.23705708,0.007337467,0.006184735,2000,54425
1079,0.785242692,0.46786933,0.555526033,0.799466761,0.221612484,0.223952614,0.230997556,0.228674306,0.004970719,0.002678723,2000,54425
1080,0.221506789,0.833460143,0.471450673,0.854152235,0.224323043,0.223190253,0.230858251,0.228374193,0.003881915,0.002830608,2000,54425
1081,-0.437871662,0.679748785,0.368418344,0.915945259,0.220599242,0.220757998,0.225163578,0.225407328,0.003307987,0.002460877,2000,54425
1082,1.362758327,0.231124826,0.285727627,0.956509334,0.229224233,0.229050429,0.236544271,0.236564213,0.006322193,0.004602713,2000,54425
1083,0.446437277,0.673952507,0.440446043,0.873622161,0.22594055,0.223784531,0.24086431,0.237911855,0.008564259,0.006950894,2000,54425
1084,-0.987959796,0.368539335,0.399596017,0.898233961,0.221898297,0.222103541,0.235553489,0.230061326,0.005703734,0.004277721,2000,54425
1085,0.38513443,0.715976764,0.322330629,0.939877602,0.223369893,0.222515691,0.229960571,0.225930571,0.004514448,0.002384219,2000,54425
1086,0.07299328,0.944641503,0.495745451,0.838559093,0.230048554,0.226940809,0.234970824,0.234351886,0.004166037,0.003701127,2000,54425
1087,0.090105226,0.931701773,0.5416598,0.808588871,0.225400344,0.223700127,0.23131725,0.228187449,0.00385761,0.002408612,2000,54425
1088,0.320917897,0.761252286,0.438539613,0.874799866,0.232865006,0.231514863,0.243148434,0.237417808,0.006948592,0.005773717,2000,54425
1089,-1.026031487,0.351928702,0.366850069,0.916806789,0.223324112,0.221367115,0.228335764,0.225008997,0.004202968,0.003094681,2000,54425
1090,0.233391714,0.824711387,0.900308537,0.586754421,0.229292899,0.227872703,0.23455604,0.231503571,0.004948102,0.003500475,2000,54425
1091,0.169596665,0.87197557,0.596800856,0.772282361,0.226955064,0.225573435,0.230126897,0.230032101,0.0030917,0.00284332,2000,54425
1092,-1.272321998,0.259215841,0.387644746,0.905148328,0.222698249,0.224148016,0.22742955,0.232203993,0.003333547,0.004952212,2000,54425
1093,-0.352694686,0.738698101,0.421460307,0.885231972,0.224074548,0.221805349,0.233769213,0.227932115,0.004859169,0.003435159,2000,54425
1094,1.496160464,0.194862139,0.425948359,0.882512289,0.228487735,0.226721764,0.239396007,0.232325096,0.004940766,0.004480154,2000,54425
1095,-0.468276987,0.659290042,0.377437012,0.910933466,0.228100178,0.227075657,0.242262095,0.23652516,0.008040432,0.00703658,2000,54425
1096,-1.631685647,0.163674277,1.715287564,0.286756656,0.226645972,0.225879581,0.234420031,0.228019983,0.003395944,0.001738601,2000,54425
1097,1.769781975,0.136986075,0.777365614,0.657458245,0.226732693,0.223354166,0.233732367,0.228842428,0.004573822,0.003995085,2000,54425
1098,0.187638455,0.858537104,0.276383405,0.960366612,0.227257042,0.227615745,0.233143562,0.23171574,0.004391543,0.002794519,2000,54425
1099,0.056238225,0.957330175,0.359321847,0.920899585,0.224793743,0.226073213,0.230291443,0.233208289,0.004527256,0.004151039,2000,54425
1100,-0.883819018,0.417259909,0.301539691,0.94961179,0.227651287,0.227791691,0.238509337,0.236299287,0.006702249,0.005451711,2000,54425
1101,-0.06397197,0.951471338,0.271691125,0.962239933,0.222344908,0.222598981,0.228469107,0.227322548,0.003486394,0.00288302,3000,54425
1102,0.404272205,0.702725003,0.439338167,0.874306862,0.223419749,0.225368018,0.230896255,0.232033999,0.003768861,0.003918647,3000,54425
1103,-0.967033677,0.377941117,0.345319299,0.928314268,0.225845432,0.225086101,0.231323565,0.230862707,0.005214215,0.005499858,3000,54425
1104,-0.161036006,0.878369495,0.613007499,0.761636212,0.223796486,0.222550467,0.229387581,0.227914709,0.004291159,0.004254857,3000,54425
1105,0.623750241,0.560140876,0.297649561,0.951350719,0.2311632,0.230288413,0.237770617,0.236221559,0.006527925,0.005008202,3000,54425
1106,-1.645579982,0.160769151,0.666548938,0.726789367,0.226948563,0.229101664,0.230312182,0.230696569,0.002722467,0.001746003,3000,54425
1107,-0.10228316,0.922507332,0.665808862,0.727266469,0.227111114,0.227579252,0.229929534,0.231877383,0.002079577,0.002633292,3000,54425
1108,0.187928416,0.858321554,0.306388281,0.947407176,0.223460392,0.22385461,0.227147446,0.227539777,0.002767079,0.0030269,3000,54425
1109,-0.020407163,0.984507899,0.355795667,0.922791588,0.223791129,0.223640893,0.227781117,0.230092209,0.002903874,0.003863309,3000,54425
1110,1.887172727,0.117786797,0.513579474,0.826977562,0.228850056,0.227452047,0.234342596,0.234855308,0.004467717,0.004218493,3000,54425
1111,0.935576323,0.392440335,0.287082462,0.955936311,0.225824087,0.22645594,0.231999206,0.23215993,0.004487164,0.003546455,3000,54425
1112,-1.293652599,0.252319922,0.335155133,0.933524599,0.221210184,0.222268021,0.229630845,0.227454992,0.004338306,0.003200536,3000,54425
1113,1.006377207,0.360424508,0.429817205,0.880155126,0.227657585,0.226247552,0.231686752,0.22879579,0.002529533,0.002150897,3000,54425
1114,1.233269404,0.272288091,0.44845752,0.868646387,0.226664761,0.226131349,0.230904991,0.230075154,0.003794806,0.002711234,3000,54425
1115,0.124182179,0.906008941,0.505167162,0.832452406,0.222931794,0.224498366,0.234985863,0.233798986,0.006553848,0.005780593,3000,54425
1116,-1.257977187,0.263949761,1.065234621,0.503603207,0.225857788,0.228287993,0.232303488,0.234778609,0.004142728,0.004206242,3000,54425
1117,-0.424138249,0.689094465,0.31070881,0.945408511,0.224859906,0.224397123,0.228754823,0.231467632,0.002362942,0.003702923,3000,54425
